FrameIndex,Timestamp,FrameTime_ms,FPS
613,1.878131,3.000000,326.044006
614,1.880863,3.000000,326.044006
615,1.884507,3.000000,326.044006
616,1.887257,3.000000,326.044006
617,1.890427,3.000000,326.044006
618,1.893367,3.000000,326.044006
619,1.896169,3.000000,326.044006
620,1.899391,3.000000,326.044006
621,1.902294,3.000000,326.044006
622,1.905364,3.000000,326.044006
623,1.908170,3.000000,326.044006
624,1.911380,3.000000,326.044006
625,1.914466,3.000000,326.044006
626,1.918019,4.000000,326.044006
627,1.920837,3.000000,326.044006
628,1.923700,2.000000,326.044006
629,1.926924,4.000000,326.044006
630,1.929821,3.000000,326.044006
631,1.933172,3.000000,326.044006
632,1.935904,3.000000,326.044006
633,1.939185,3.000000,326.044006
634,1.942010,3.000000,326.044006
635,1.944868,3.000000,326.044006
636,1.948477,3.000000,326.044006
637,1.951234,3.000000,326.044006
638,1.954412,3.000000,326.044006
639,1.957252,3.000000,326.044006
640,1.960489,3.000000,326.044006
641,1.963248,3.000000,326.044006
642,1.966128,3.000000,326.044006
643,1.969304,3.000000,326.044006
644,1.972135,3.000000,326.044006
645,1.975321,3.000000,326.044006
646,1.978139,3.000000,326.044006
647,1.981807,4.000000,326.044006
648,1.984605,2.000000,326.044006
649,1.988044,4.000000,326.044006
650,1.990879,3.000000,326.044006
651,1.994102,3.000000,326.044006
652,1.997220,3.000000,326.044006
653,2.000061,3.000000,326.044006
654,2.003684,3.000000,326.044006
655,2.006551,3.000000,326.044006
656,2.009658,3.000000,326.044006
657,2.012827,4.000000,326.044006
658,2.016057,3.000000,326.044006
659,2.018843,3.000000,326.044006
660,2.022068,3.000000,326.044006
661,2.024873,3.000000,326.044006
662,2.027741,2.000000,326.044006
663,2.030901,4.000000,326.044006
664,2.033707,2.000000,326.044006
665,2.036916,4.000000,326.044006
666,2.039747,3.000000,326.044006
667,2.043058,3.000000,326.044006
668,2.046377,3.000000,326.044006
669,2.049592,3.000000,326.044006
670,2.052379,3.000000,326.044006
671,2.055255,3.000000,326.044006
672,2.058501,3.000000,326.044006
673,2.061613,3.000000,326.044006
674,2.064853,4.000000,326.044006
675,2.067957,3.000000,326.044006
676,2.071177,3.000000,326.044006
677,2.074330,3.000000,326.044006
678,2.076823,3.000000,326.044006
679,2.080286,3.000000,326.044006
680,2.083097,3.000000,326.044006
681,2.086228,3.000000,326.044006
682,2.089062,3.000000,326.044006
683,2.092381,3.000000,326.044006
684,2.095276,3.000000,326.044006
685,2.098012,3.000000,326.044006
686,2.101126,3.000000,326.044006
687,2.103963,3.000000,326.044006
688,2.107177,3.000000,326.044006
689,2.110271,3.000000,326.044006
690,2.113845,4.000000,326.044006
691,2.116623,2.000000,326.044006
692,2.119830,4.000000,326.044006
693,2.122631,2.000000,326.044006
694,2.125837,4.000000,326.044006
695,2.128925,3.000000,326.044006
696,2.131764,3.000000,326.044006
697,2.135477,3.000000,326.044006
698,2.138232,3.000000,326.044006
699,2.141431,3.000000,326.044006
700,2.144592,3.000000,326.044006
701,2.147765,4.000000,326.044006
702,2.150683,2.000000,326.044006
703,2.153802,4.000000,326.044006
704,2.156601,2.000000,326.044006
705,2.159464,3.000000,326.044006
706,2.162654,3.000000,326.044006
707,2.165442,3.000000,326.044006
708,2.168697,3.000000,326.044006
709,2.171505,3.000000,326.044006
710,2.174313,3.000000,326.044006
711,2.177972,4.000000,326.044006
712,2.181180,3.000000,326.044006
713,2.184041,3.000000,326.044006
714,2.186851,3.000000,326.044006
715,2.190052,3.000000,326.044006
716,2.193130,3.000000,326.044006
717,2.196363,3.000000,326.044006
718,2.199452,3.000000,326.044006
719,2.202649,3.000000,326.044006
720,2.205467,3.000000,326.044006
721,2.208683,3.000000,326.044006
722,2.211873,4.000000,326.044006
723,2.214745,2.000000,326.044006
724,2.217865,4.000000,326.044006
725,2.220652,2.000000,326.044006
726,2.223862,4.000000,326.044006
727,2.226679,2.000000,326.044006
728,2.229591,3.000000,326.044006
729,2.232705,3.000000,326.044006
730,2.235660,3.000000,326.044006
731,2.238794,4.000000,326.044006
732,2.242185,3.000000,326.044006
733,2.245486,3.000000,326.044006
734,2.248239,3.000000,326.044006
735,2.251409,3.000000,326.044006
736,2.254213,3.000000,326.044006
737,2.257622,3.000000,326.044006
738,2.260444,3.000000,326.044006
739,2.263253,3.000000,326.044006
740,2.266486,3.000000,326.044006
741,2.269311,3.000000,326.044006
742,2.272513,3.000000,326.044006
743,2.275692,3.000000,326.044006
